Agreeable,Self.Kept,Married,Food.Insecurity,Nonanonymous.Play,Extraverted,Ill.This.Mo,Income.zscore,IG.Avg,OG.Avg,Can.Stay,log.Subj.SES,Prod.Income.Drop,Market.Items.zscore,Dependency,Population,Places.Lived,Can.Borrow,Risk.Aversion,Years.Education,Shortfall.Summary,No.Neg.Stereos,Coop.Labor,Media.zscore,Sex.Male,Times.Church.Mo,Version,Visited.zscore,Age
4,3,TRUE,1.5,TRUE,10,0,2.341054754,3,,1,1.609437912,0,0.334708405,2,Moseten,5,1,8,6,-0.7680064,,1,0.792661368,TRUE,2,E,2.581383892,60
8,5,TRUE,3,TRUE,5,0,0.998459378,3.333333333,2,1,1.098612289,1,0.597168811,6,Moseten,3,2,8,5,2.367049027,,1,0.007783415,FALSE,2,F,0.335074486,40
8,,TRUE,1.5,FALSE,6,0,0.523602488,,,0,0.693147181,1,-0.539126677,6,Moseten,1,0,4,5,1.289468183,,,-0.552843695,FALSE,1,D,-1.012711157,30
12,1,FALSE,1.5,TRUE,6,1,0.719383485,,3,0,1.609437912,0,-1.125006744,0,Moseten,3,0,10,3,-1.370883309,,0,0.007783415,FALSE,4,C,0.110443546,60
8,2,TRUE,1.5,FALSE,6,1,1.732838055,4,2.333333333,1,2.302585093,0,-0.652014366,3,Moseten,5,2,8,3,-0.466567946,,1,1.577539322,FALSE,4,A,-0.563449276,30
8,2,TRUE,0.5,TRUE,4,1,1.855201178,3.333333333,3,1,1.609437912,0,-0.175187764,0,Moseten,6,2,12,12.5,-2.089270538,,0,-0.216467429,FALSE,0,A,3.13734547,30
11,8,TRUE,3,FALSE,4,0,0.216974898,1.666666667,,1,0,1,-0.924051539,4,Moseten,8,1,8,10,1.764172118,,1,-0.664969116,TRUE,,E,-1.012711157,40
7,4,TRUE,3,TRUE,6,1,-0.800798371,,2,1,0.693147181,1,-0.287623728,3,Moseten,3,2,0,10,1.462733663,,1,0.792661368,FALSE,2,E,-0.338818335,30
7,7,FALSE,2,TRUE,10,1,-0.232169741,,2.333333333,0,2.302585093,1,-0.08344601,1,Moseten,5,0,8,4,0.141469526,0,1,0.400222392,FALSE,3,F,0.335074486,60
4,,TRUE,2.5,FALSE,6,0,-0.034229395,,,0,0.693147181,1,-1.125006744,1,Moseten,4,2,8,3,0.50066314,,,0.007783415,FALSE,0,D,0.335074486,50
8,3,TRUE,1.5,FALSE,8,0,0.360931513,,,1,0,0,0.098412769,3,Moseten,4,1,4,9,-0.466567946,,1,0.792661368,FALSE,1,E,-0.788080217,30
8,3,FALSE,0,TRUE,10,0,-0.499929045,3,3,1,0.693147181,1,-1.125006744,0,Moseten,7,1,4,12,-1.596743386,,1,-0.552843695,TRUE,6,B,2.581383892,50
4,0,TRUE,0.5,TRUE,6,0,-0.304148049,2.333333333,4.666666667,1,0.693147181,1,-0.382015806,4,Moseten,2,1,12,11,-0.031795955,,1,-0.27253014,TRUE,,D,-0.563449276,40
4,2,TRUE,2,TRUE,6,0,1.077835456,2.333333333,,1,0.693147181,0,0.049679137,2,Moseten,3,2,10,9,-0.408812786,,0,0.456285103,FALSE,1,C,0.110443546,30
8,6,TRUE,0.5,TRUE,10,0,-0.448104664,1,4,0,0,1,0.06978983,4,Moseten,6,2,4,6,-0.031795955,,1,0.007783415,FALSE,0,B,-1.012711157,20
6,0,TRUE,1,TRUE,6,0,-0.048894976,3,4,1,1.386294361,1,1.688968927,1,Moseten,3,1,8,15,-0.576917703,,1,2.362417275,FALSE,1,C,-0.338818335,40
6,0,TRUE,0.5,FALSE,2,1,-0.268158895,3.666666667,3.333333333,0,1.386294361,0,-0.06996321,0,Moseten,4,2,10,11,-2.089270538,0,1,3.147295228,TRUE,0,B,-0.338818335,50
6,13,TRUE,2,TRUE,6,1,-0.24368627,1.666666667,,0,1.609437912,0,-0.219592592,4,Moseten,3,1,8,11,0.194064123,,0,-0.721031827,FALSE,1,D,-0.563449276,40
8,11,TRUE,1,TRUE,6,0,-0.347335033,3,0.333333333,0,1.791759469,0,-0.172428199,5,Moseten,4,2,8,10,-0.222884652,,0,3.147295228,TRUE,4,C,-0.338818335,50
6,3,TRUE,2,TRUE,4,1,1.534177926,4,2,1,1.098612289,1,-0.382015806,4,Moseten,7,2,8,12,1.045784889,,1,-0.4082019,FALSE,0,F,-0.563449276,30
8,3,TRUE,1,TRUE,2,0,-0.246565403,3,3,1,1.252762968,0,-0.415546638,5,Moseten,4,2,2,12,-0.222884652,1,0,1.689664744,TRUE,3,B,0.559705427,40
8,2,TRUE,1,TRUE,4,0,-0.420273052,2.333333333,4,0,0,1,-0.277890571,5,Moseten,5,1,8,3,0.628836114,,0,-0.384655562,TRUE,0,C,-0.338818335,40
4,3,TRUE,1.5,TRUE,12,0,0.660361272,3,3,0,0,1,1.630278925,5,Moseten,5,2,4,5,0.988029729,0,1,0.007783415,FALSE,3,A,1.008967308,30
5,8,TRUE,1,TRUE,1,1,-0.424351822,2.666666667,1.666666667,1,0,1,-0.500103907,3,Moseten,3,1,7,7,0.025959206,,0,1.016912212,FALSE,3,A,-0.338818335,30
8,,TRUE,2,FALSE,2,0,-0.304867832,,,0,1.098612289,1,-0.273136795,2,Moseten,3,2,12,3,0.44290798,,,0.400222392,FALSE,4,C,-0.788080217,40
8,,TRUE,0,TRUE,8,0,-0.710825486,,,0,0.693147181,1,1.879821275,1,Moseten,5,0,8,16,-1.295304932,,,3.147295228,TRUE,6,B,-0.114187395,30
8,,TRUE,2,FALSE,12,0,-0.149394688,,,1,1.386294361,0,-0.468587251,5,Moseten,2,2,8,8,0.495502577,,,-0.777094538,TRUE,4,C,0.110443546,40
4,,TRUE,1.5,FALSE,6,1,-0.253763233,,,0,1.386294361,0,-0.638130808,4,Moseten,5,2,4,,-0.165129492,,,-0.777094538,FALSE,0,B,-0.338818335,40
8,4,TRUE,1,FALSE,6,1,-0.674536423,2.333333333,3.333333333,0,1.609437912,1,-0.220395778,3,Moseten,8,2,8,16,0.025959206,,1,1.969978298,TRUE,0,F,3.030645774,30
4,9,TRUE,2.5,TRUE,9,0,-0.548274475,2,2,1,1.098612289,2,-0.802851043,6,Moseten,4,2,6,1,2.859576178,,0,0.400222392,TRUE,4,D,0.559705427,40
10,4,TRUE,0,TRUE,6,0,3.438124125,2.333333333,3.333333333,0,1.386294361,1,1.716602178,4,Moseten,2,1,8,12,-0.390989569,1,1,0.007783415,TRUE,3,D,-0.114187395,30
2,6,TRUE,1.5,TRUE,5,0,-0.592061279,,,1,1.098612289,0,1.618484468,2,Moseten,3,1,7,12,-0.7680064,,1,0.792661368,FALSE,2,B,0.110443546,20
7,3,TRUE,0,TRUE,8,0,3.438124125,,3,0,1.609437912,0,1.878275349,3,Moseten,5,1,6,12,-1.544148789,,1,1.577539322,TRUE,,C,-0.563449276,30
4,,TRUE,2.5,FALSE,2,0,-0.12420228,,,1,1.098612289,1,-0.368549851,2,Moseten,3,1,6,11,0.802101595,,,-0.328592851,FALSE,10,F,0.559705427,40
4,3,TRUE,2,TRUE,10,0,0.90076882,2.333333333,,0,1.609437912,0,-0.339891449,2,Moseten,8,2,6,11,-0.408812786,,0,2.810918963,TRUE,1,D,-1.012711157,40
4,8,TRUE,1,TRUE,4,0,-0.308466747,,0.666666667,1,1.098612289,1,-0.359792121,3,Moseten,3,2,8,5,0.025959206,0,1,-0.664969116,FALSE,1,B,0.110443546,30
4,7,TRUE,3,TRUE,6,0,-0.001839157,2,2.666666667,1,0,1,-0.176677009,4,Moseten,6,1,0,12,1.764172118,,0,0.007783415,TRUE,,C,-0.338818335,40
8,3,TRUE,2.5,FALSE,6,1,0.663960188,3,3,1,1.791759469,1,-0.149514622,3,Moseten,4,1,12,12,1.103540049,0,0,0.400222392,FALSE,4,B,-0.563449276,40
8,5,TRUE,1,TRUE,2,0,-0.825990779,3,,0,0,1,1.575505237,6,Moseten,2,0,10,6,0.930274569,,0,-0.384655562,FALSE,2,C,-1.012711157,30
8,,TRUE,0.5,FALSE,2,0,0.16371095,,,0,1.098612289,1,-0.392966898,0,Moseten,3,2,12,10,-1.237549772,,,1.577539322,FALSE,3,E,0.110443546,30
5,0,TRUE,0.5,FALSE,3,0,0.120523966,3.333333333,3.666666667,1,0,0,1.671016125,4,Moseten,2,1,7,12,-0.883516721,1,1,0.568410524,FALSE,3,B,-1.012711157,30
12,5,FALSE,0,TRUE,6,0,-0.610055856,,2.666666667,0,0.693147181,0,-0.982909956,0,Moseten,8,2,0,3,-2.448464152,,1,-0.777094538,TRUE,4,D,0.784336368,60
4,5,TRUE,1.5,TRUE,1,0,3.438124125,,4.333333333,1,1.098612289,0,-0.441463588,2,Moseten,7,1,12,12,-0.7680064,,1,-0.384655562,TRUE,0,C,0.559705427,20
12,0,TRUE,2,TRUE,12,0,-0.448104664,0.666666667,6.333333333,1,2.197224577,2,-0.9843381,1,Tsimane,0,0,10,4,0.993190292,,1,-0.664969116,FALSE,,F,-0.563449276,20
6,0,TRUE,2,TRUE,6,0,-0.520082971,0,,0,0.693147181,2,-1.125006744,2,Tsimane,2,2,8,2,1.294628746,,1,-0.777094538,FALSE,1,E,-0.563449276,20
4,15,TRUE,2,TRUE,6,0,-0.484093818,1.333333333,0.666666667,1,2.079441542,2,-1.125006744,0,Tsimane,0,1,8,4,0.691751837,0,1,-0.664969116,TRUE,3,F,0.110443546,20
12,,TRUE,2,FALSE,4,0,-0.556072125,,,0,1.098612289,2,-1.001129636,2,Tsimane,0,0,8,4,1.294628746,,,-0.777094538,FALSE,,A,-0.788080217,30
8,19,TRUE,3,TRUE,6,1,-0.556072125,0.666666667,0,0,0.405465108,1,-1.071838994,5,Tsimane,2,0,6,1,2.065610572,1,0,-0.777094538,FALSE,,E,-0.788080217,30
12,,TRUE,2.5,TRUE,6,0,-0.507126876,,,0,0,1,-0.617420786,5,Tsimane,2,0,8,1,1.706416958,,,-0.777094538,TRUE,,A,-0.563449276,50
12,12,TRUE,3,TRUE,8,1,-0.556072125,2,1,1,1.386294361,1,-0.62990597,5,Tsimane,0,0,10,1,2.065610572,0,0,-0.777094538,FALSE,2,D,-0.563449276,40
16,,TRUE,1.5,TRUE,10,1,-0.530159934,,,0,0.693147181,0,-0.617420786,2,Tsimane,3,1,10,8,-0.7680064,,,-0.777094538,TRUE,1,A,-1.012711157,30
10,9,TRUE,2.5,FALSE,2,0,-0.268158895,2.333333333,,1,2.140066163,2,-0.522141129,3,Tsimane,1,2,6,7,1.955260815,,1,-0.777094538,TRUE,2,B,-0.563449276,30
10,0,TRUE,2,TRUE,6,1,-0.520082971,6.333333333,0.666666667,1,2.079441542,2,-0.267372871,3,Tsimane,0,2,8,3,1.596067201,0,1,-0.777094538,FALSE,2,C,-0.563449276,40
8,,TRUE,1.5,FALSE,6,0,-0.556072125,,,0,1.098612289,1,-0.63276903,0,Tsimane,0,0,8,3,-0.519162543,,,-0.777094538,TRUE,1,A,-0.788080217,50
8,17,TRUE,2,FALSE,4,0,-0.553672848,0,1.333333333,0,0.693147181,2,-0.948669267,4,Tsimane,3,1,12,0,1.897505655,,1,-0.664969116,TRUE,,C,-0.563449276,40
4,10,TRUE,2.5,TRUE,8,0,-0.556072125,3,0.666666667,1,1.386294361,1,-0.695413582,6,Tsimane,2,0,8,5,2.007855412,,1,-0.749063183,TRUE,4,A,-0.563449276,30
12,6,TRUE,2.5,TRUE,7,0,-0.556072125,,,0,1.098612289,1,-0.300845373,0,Tsimane,4,0,6,0,0.199224686,,1,-0.608906406,FALSE,4,F,-0.338818335,70
9,5,TRUE,1.5,TRUE,7,0,-0.066619634,4,1.333333333,1,0.693147181,1,-0.114739551,0,Tsimane,4,2,12,12,-0.519162543,,1,-0.777094538,TRUE,4,E,0.335074486,50
12,,TRUE,2,FALSE,6,1,-0.437667809,,,0,1.098612289,1,-0.85689906,3,Tsimane,0,0,8,4,0.744346435,,,-0.777094538,FALSE,1,A,-0.788080217,20
12,0,TRUE,1,TRUE,6,0,-0.271357931,5,,1,0,1,-0.994772886,4,Tsimane,2,2,6,4,0.32739766,,1,-0.777094538,FALSE,1,E,-0.563449276,30
12,9,TRUE,2,TRUE,8,1,-0.212175767,2.666666667,1.333333333,1,1.386294361,1,-0.887233339,0,Tsimane,0,2,6,5,-0.159968929,,1,-0.777094538,TRUE,12,C,-0.563449276,20
10,15,TRUE,2,FALSE,2,0,-0.520082971,0,2,0,1.609437912,2,-0.391589069,7,Tsimane,2,1,14,1,2.801821018,0,1,-0.104342007,TRUE,4,C,-0.338818335,60
10,3,TRUE,0.5,TRUE,6,0,-0.466099241,3.666666667,2.333333333,1,1.098612289,0,-0.621655071,0,Tsimane,3,0,12,0,-2.089270538,,0,-0.552843695,TRUE,4,D,-0.114187395,80
6,5,TRUE,2,TRUE,4,0,0.15651312,4.333333333,,0,1.609437912,2,-0.223750094,1,Tsimane,5,2,6,12,0.993190292,,1,-0.777094538,TRUE,4,F,1.907491071,60
6,10,TRUE,1.5,FALSE,6,0,-0.520082971,2.666666667,,1,0,2,-0.624228953,2,Tsimane,3,2,6,0,0.935435132,,1,-0.664969116,TRUE,4,E,-0.563449276,70
8,5,TRUE,2,TRUE,10,0,-0.556072125,5.333333333,0,1,0.693147181,1,-0.328909567,5,Tsimane,2,2,12,2,1.347223343,0,1,-0.777094538,FALSE,12,A,-0.563449276,40
14,7,TRUE,2,TRUE,8,0,-0.466099241,4.666666667,0,1,0.693147181,1,-0.613300445,5,Tsimane,3,1,8,1,1.347223343,,1,-0.552843695,TRUE,,D,-0.563449276,30
8,,FALSE,2,TRUE,2,0,-0.520082971,,,0,0.693147181,1,-0.910445299,0,Tsimane,3,1,8,0,-0.159968929,,,-0.664969116,FALSE,4,A,-1.012711157,60
10,4,TRUE,1.5,TRUE,6,0,0.595580796,4,1.666666667,1,1.871802177,2,-0.522141129,5,Tsimane,2,1,8,1,1.839750495,,1,-0.664969116,TRUE,2,E,-0.563449276,30
12,,FALSE,1,TRUE,6,0,-0.527280802,,,0,0,1,-0.63276903,0,Tsimane,4,2,8,1,-0.878356157,,,-0.777094538,FALSE,6,A,-1.012711157,70
6,3,TRUE,3,TRUE,8,0,-0.556072125,3,3,1,0,1,-0.415660488,5,Tsimane,2,0,4,2,2.065610572,,1,-0.608906406,FALSE,3,F,-0.563449276,30
9,0,TRUE,2,TRUE,6,0,-0.430110087,,,1,2.079441542,0,-1.049816191,0,Tsimane,2,1,10,2,-1.011689695,,1,-0.777094538,TRUE,2,A,-0.114187395,60
14,0,TRUE,2.5,TRUE,2,0,-0.37468679,,3.666666667,0,0,1,-0.346710582,5,Tsimane,2,2,6,3,1.706416958,,1,-0.104342007,TRUE,,E,-0.563449276,40
14,7,TRUE,2,TRUE,6,0,0.091732643,3.666666667,,1,0.693147181,1,-0.982909956,5,Tsimane,0,2,8,12,1.347223343,,1,-0.664969116,TRUE,3,A,-0.788080217,30
10,0,FALSE,2,TRUE,6,0,-0.551787702,0,7,1,0,1,-1.125006744,3,Tsimane,2,2,8,1,0.744346435,,1,-0.328592851,TRUE,4,D,-0.563449276,50
8,6,TRUE,1.5,TRUE,8,0,0.15123471,5,0,0,2.014903021,2,-0.553643351,2,Tsimane,0,1,10,1,0.935435132,,0,-0.664969116,FALSE,,A,-0.563449276,20
12,17,TRUE,2,TRUE,8,0,-0.340137203,1.333333333,0,1,1.609437912,1,-0.966264851,1,Tsimane,0,1,2,7,0.141469526,,0,-0.777094538,TRUE,12,B,-0.563449276,20
12,0,TRUE,2,TRUE,8,0,-0.466099241,7,0,1,0.916290732,2,-0.403244575,2,Tsimane,3,2,10,5,1.294628746,0,0,-0.777094538,TRUE,4,A,-0.563449276,30
10,21,TRUE,1.5,FALSE,2,0,-0.534902035,0,0,1,0.693147181,1,-1.125006744,4,Tsimane,1,1,8,12,0.686591274,,1,-0.777094538,TRUE,2,F,-0.114187395,40
12,13,TRUE,1,TRUE,6,0,-0.297797022,1.333333333,1.333333333,1,1.098612289,2,-0.096909231,7,Tsimane,2,0,8,3,2.083433789,,1,-0.777094538,FALSE,4,A,-0.563449276,30
14,11,TRUE,2,TRUE,8,0,-0.298749676,3.333333333,0,0,0.693147181,1,-0.411686529,3,Tsimane,1,1,4,1,0.744346435,1,1,-0.777094538,TRUE,4,A,-0.563449276,40
12,21,TRUE,2,FALSE,6,0,-0.556072125,0,0,1,1.098612289,1,-0.341281444,0,Tsimane,0,0,4,3,-0.159968929,0,1,-0.440718273,TRUE,,C,-0.563449276,30
14,0,TRUE,1,TRUE,8,0,-0.556072125,5,2,0,0.693147181,1,-1.125006744,7,Tsimane,4,2,8,1,1.231713023,1,1,-0.777094538,FALSE,,C,-0.563449276,40
10,21,TRUE,1,TRUE,8,0,-0.541076644,0,0,0,1.098612289,1,-0.163902892,7,Tsimane,2,1,12,8,1.231713023,,1,-0.777094538,TRUE,1,F,-0.338818335,50
14,,FALSE,2,TRUE,10,0,-0.340137203,,,0,0,1,-1.125006744,0,Tsimane,2,0,10,,-0.159968929,,,-0.777094538,FALSE,,A,-0.788080217,40
16,10,FALSE,1.5,TRUE,8,0,3.126817945,3,0.666666667,0,0,1,-0.63276903,0,Tsimane,0,2,6,3,-0.519162543,,1,-0.777094538,TRUE,4,D,-0.788080217,30
14,21,FALSE,1.5,TRUE,10,0,-0.556072125,0,0,0,1.386294361,0,-0.184587913,0,Tsimane,2,0,6,0,-1.370883309,,0,-0.608906406,FALSE,,D,-0.788080217,70
8,8,FALSE,1.5,TRUE,0,1,-0.250164318,3.333333333,1,1,1.098612289,2,-0.309861487,2,Tsimane,3,1,10,4,0.935435132,1,1,-0.777094538,FALSE,2,D,-0.563449276,20
8,21,TRUE,2.5,TRUE,8,0,0.542316848,0,,1,1.098612289,2,0.233486114,7,Tsimane,0,2,8,3,3.161014632,,1,-0.664969116,TRUE,4,B,-0.338818335,40
8,6,TRUE,1,TRUE,8,0,-0.235768657,4,1,1,1.609437912,2,-0.925665663,3,Tsimane,1,2,8,6,0.877679972,,0,-0.777094538,FALSE,,F,-0.563449276,40
10,0,TRUE,1.5,FALSE,8,1,-0.466099241,7,0,0,1.386294361,1,-0.295862548,0,Tsimane,2,0,8,0,-0.519162543,1,0,-0.440718273,FALSE,3,D,-0.338818335,60
8,13,TRUE,2,TRUE,4,0,-0.495250455,1.333333333,1.333333333,1,0,2,-0.568320927,4,Tsimane,2,0,8,1,1.897505655,,1,-0.664969116,TRUE,0,E,-0.563449276,50
6,9,TRUE,1.5,TRUE,8,0,-0.491291648,3,1,1,0,1,-0.618615576,1,Tsimane,2,1,10,7,-0.217724089,,0,-0.777094538,TRUE,,D,-0.563449276,30
4,6,TRUE,2.5,FALSE,10,0,0.092812317,2,3,1,1.098612289,1,-0.973288891,2,Tsimane,0,1,4,1,0.802101595,1,1,-0.777094538,FALSE,1,B,-0.563449276,40
10,3,TRUE,0.5,FALSE,4,0,-0.106207703,6,,0,1.098612289,2,-0.63276903,2,Tsimane,3,1,12,1,0.217047903,,1,-0.777094538,FALSE,4,F,-0.338818335,70
14,3,FALSE,1.5,FALSE,4,0,-0.070218549,6,0,1,1.098612289,2,-0.241626314,0,Tsimane,0,2,8,5,0.332558223,,1,0.344159681,TRUE,5,F,-0.563449276,30
8,0,TRUE,2.5,FALSE,6,0,-0.448104664,4,3,0,0,1,-0.63276903,0,Tsimane,0,0,8,0,0.199224686,1,0,-0.664969116,FALSE,2,C,-0.563449276,60
10,21,TRUE,2,FALSE,6,0,-0.22497191,0,,1,0,1,-0.925058839,2,Tsimane,0,2,4,5,0.44290798,,1,-0.496780984,TRUE,2,A,-1.012711157,20
8,21,TRUE,2.5,TRUE,6,0,-0.397719849,0,0,1,2.197224577,2,-0.004080124,2,Tsimane,0,1,6,3,1.653822361,1,0,-0.777094538,FALSE,4,B,-0.563449276,20
6,10,TRUE,2.5,TRUE,4,0,0.065100669,2.666666667,1,0,1.386294361,2,-0.49258823,3,Tsimane,0,0,4,2,1.955260815,,1,-0.777094538,FALSE,,C,-0.563449276,30
14,0,TRUE,2,TRUE,6,1,-0.395320572,7,0,1,1.609437912,1,-0.184587913,3,Tsimane,0,2,12,4,0.744346435,,1,-0.777094538,FALSE,12,B,-0.563449276,30
14,,TRUE,2,FALSE,4,0,-0.556072125,,,0,0.693147181,2,-1.125006744,3,Tsimane,2,0,4,4,1.596067201,,,-0.777094538,TRUE,,A,-1.012711157,30
7,3,TRUE,2,TRUE,8,0,0.82591138,6,0,1,0,2,-0.261039575,3,Tsimane,0,1,8,4,1.596067201,0,1,-0.721031827,TRUE,,B,-0.563449276,30
16,,TRUE,2,TRUE,6,1,-0.466099241,,,0,1.609437912,0,-0.039476561,2,Tsimane,3,0,8,0,-0.408812786,,,-0.777094538,FALSE,,A,-0.788080217,70
6,3,TRUE,2.5,TRUE,5,0,-0.530159934,3.333333333,2.666666667,0,1.098612289,0,-1.125006744,4,Tsimane,2,2,7,0,0.553257737,,1,-0.777094538,FALSE,,C,-1.012711157,30
12,0,TRUE,1.5,TRUE,4,0,-0.340137203,,3,1,1.791759469,1,-1.125006744,2,Tsimane,2,2,6,2,0.083714366,,1,-0.777094538,TRUE,3,D,-0.563449276,20
6,21,TRUE,2,FALSE,4,0,-0.556072125,0,0,1,0.693147181,1,-0.98520199,4,Tsimane,2,0,14,4,1.045784889,,0,-0.721031827,FALSE,2,B,-0.563449276,20
8,3,TRUE,3,TRUE,4,0,-0.037828311,6,0,1,2.079441542,1,-0.27218922,5,Tsimane,2,2,14,4,2.065610572,,1,-0.664969116,TRUE,,E,-0.563449276,50
12,,TRUE,2.5,FALSE,4,0,0.091732643,,,0,0.693147181,0,0.050194689,3,Tsimane,3,1,8,4,0.251819283,,,-0.777094538,FALSE,4,A,-0.788080217,30
3,4,TRUE,1.5,FALSE,6,0,-0.274157087,4,1.666666667,1,1.386294361,0,-0.833794985,3,Tsimane,5,1,6,5,-0.466567946,,1,-0.721031827,TRUE,4,E,0.559705427,50
8,3,TRUE,1,TRUE,6,0,-0.509286225,6,0,1,0.693147181,2,-0.621655071,0,Tsimane,3,2,10,1,-0.026635391,,1,-0.777094538,TRUE,4,B,-0.338818335,80
6,0,TRUE,1,TRUE,6,0,-0.556072125,3,4,0,1.098612289,2,-0.463867173,5,Tsimane,2,0,12,1,1.48055688,0,0,-0.777094538,FALSE,4,F,-0.563449276,50
